country,continent,date,new_vaccinations,total_vaccinations,people_fully_vaccinated,vaccine_used,population,population_density,gdp_per_capita,human_development_index
Sao Tome and Principe,Africa,2021-02-15,,,,,219161,212.841,3052.714,0.625
Sao Tome and Principe,Africa,2021-02-16,,,,,219161,212.841,3052.714,0.625
Saudi Arabia,Asia,2021-02-10,,,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Saudi Arabia,Asia,2021-02-11,,444465,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Saudi Arabia,Asia,2021-02-12,,,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Saudi Arabia,Asia,2021-02-13,,,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Saudi Arabia,Asia,2021-02-14,,446940,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Saudi Arabia,Asia,2021-02-15,,,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Saudi Arabia,Asia,2021-02-16,,462812,,Pfizer/BioNTech,34813867,15.322,49045.411,0.854
Senegal,Africa,2021-02-10,,,,,16743930,82.328,2470.58,0.512
Senegal,Africa,2021-02-11,,,,,16743930,82.328,2470.58,0.512
Senegal,Africa,2021-02-12,,,,,16743930,82.328,2470.58,0.512
Senegal,Africa,2021-02-13,,,,,16743930,82.328,2470.58,0.512
Senegal,Africa,2021-02-14,,,,,16743930,82.328,2470.58,0.512
Senegal,Africa,2021-02-15,,,,,16743930,82.328,2470.58,0.512
Senegal,Africa,2021-02-16,,,,,16743930,82.328,2470.58,0.512
Serbia,Europe,2021-02-10,,640299,47665,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Serbia,Europe,2021-02-11,,,,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Serbia,Europe,2021-02-12,,710138,126149,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Serbia,Europe,2021-02-13,,,,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Serbia,Europe,2021-02-14,,817000,182000,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Serbia,Europe,2021-02-15,,,,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Serbia,Europe,2021-02-16,,,,Pfizer/BioNTech,6804596,80.291,14048.881,0.806
Seychelles,Africa,2021-02-10,3638,48061,10335,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Seychelles,Africa,2021-02-11,3758,51819,13867,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Seychelles,Africa,2021-02-12,,,,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Seychelles,Africa,2021-02-13,,55980,14181,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Seychelles,Africa,2021-02-14,,,,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Seychelles,Africa,2021-02-15,,,,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Seychelles,Africa,2021-02-16,,,,Oxford/AstraZeneca,98340,208.354,26382.287,0.796
Sierra Leone,Africa,2021-02-10,,,,,7976985,104.7,1390.3,0.452
Sierra Leone,Africa,2021-02-11,,,,,7976985,104.7,1390.3,0.452
Sierra Leone,Africa,2021-02-12,,,,,7976985,104.7,1390.3,0.452
Sierra Leone,Africa,2021-02-13,,,,,7976985,104.7,1390.3,0.452
Sierra Leone,Africa,2021-02-14,,,,,7976985,104.7,1390.3,0.452
Sierra Leone,Africa,2021-02-15,,,,,7976985,104.7,1390.3,0.452
Sierra Leone,Africa,2021-02-16,,,,,7976985,104.7,1390.3,0.452
Singapore,Asia,2021-02-10,,256000,6000,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Singapore,Asia,2021-02-11,,,,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Singapore,Asia,2021-02-12,,,,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Singapore,Asia,2021-02-13,,,,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Singapore,Asia,2021-02-14,,,,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Singapore,Asia,2021-02-15,,,,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Singapore,Asia,2021-02-16,,,,Pfizer/BioNTech,5850343,7915.731,85535.383,0.938
Slovakia,Europe,2021-02-10,12931,256048,49082,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovakia,Europe,2021-02-11,13528,269576,55683,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovakia,Europe,2021-02-12,13958,283534,62076,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovakia,Europe,2021-02-13,3920,287454,62495,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovakia,Europe,2021-02-14,10808,298262,62700,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovakia,Europe,2021-02-15,13037,311299,69395,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovakia,Europe,2021-02-16,,,,Pfizer/BioNTech,5459643,113.128,30155.152,0.86
Slovenia,Europe,2021-02-10,3157,102263,44469,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Slovenia,Europe,2021-02-11,8032,110295,46008,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Slovenia,Europe,2021-02-12,8104,118399,47665,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Slovenia,Europe,2021-02-13,854,119253,47844,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Slovenia,Europe,2021-02-14,15,119268,47845,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Slovenia,Europe,2021-02-15,78,119346,47851,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Slovenia,Europe,2021-02-16,,,,Oxford/AstraZeneca,2078932,102.619,31400.84,0.917
Solomon Islands,Oceania,2021-02-10,,,,,686878,21.841,2205.923,0.567
Solomon Islands,Oceania,2021-02-11,,,,,686878,21.841,2205.923,0.567
Solomon Islands,Oceania,2021-02-12,,,,,686878,21.841,2205.923,0.567
Solomon Islands,Oceania,2021-02-13,,,,,686878,21.841,2205.923,0.567
Solomon Islands,Oceania,2021-02-14,,,,,686878,21.841,2205.923,0.567
Solomon Islands,Oceania,2021-02-15,,,,,686878,21.841,2205.923,0.567
Solomon Islands,Oceania,2021-02-16,,,,,686878,21.841,2205.923,0.567
Somalia,Africa,2021-02-10,,,,,15893219,23.5,,
Somalia,Africa,2021-02-11,,,,,15893219,23.5,,
Somalia,Africa,2021-02-12,,,,,15893219,23.5,,
Somalia,Africa,2021-02-13,,,,,15893219,23.5,,
Somalia,Africa,2021-02-14,,,,,15893219,23.5,,
Somalia,Africa,2021-02-15,,,,,15893219,23.5,,
Somalia,Africa,2021-02-16,,,,,15893219,23.5,,
South Africa,Africa,2021-02-10,,,,,59308690,46.754,12294.876,0.709
South Africa,Africa,2021-02-11,,,,,59308690,46.754,12294.876,0.709
South Africa,Africa,2021-02-12,,,,,59308690,46.754,12294.876,0.709
South Africa,Africa,2021-02-13,,,,,59308690,46.754,12294.876,0.709
South Africa,Africa,2021-02-14,,,,,59308690,46.754,12294.876,0.709
South Africa,Africa,2021-02-15,,,,,59308690,46.754,12294.876,0.709
South Africa,Africa,2021-02-16,,,,,59308690,46.754,12294.876,0.709
South Korea,Asia,2021-02-10,,,,,51269183,527.967,35938.374,0.916
South Korea,Asia,2021-02-11,,,,,51269183,527.967,35938.374,0.916
South Korea,Asia,2021-02-12,,,,,51269183,527.967,35938.374,0.916
South Korea,Asia,2021-02-13,,,,,51269183,527.967,35938.374,0.916
South Korea,Asia,2021-02-14,,,,,51269183,527.967,35938.374,0.916
South Korea,Asia,2021-02-15,,,,,51269183,527.967,35938.374,0.916
South Korea,Asia,2021-02-16,,,,,51269183,527.967,35938.374,0.916
South Sudan,Africa,2021-02-10,,,,,11193729,,1569.888,0.433
South Sudan,Africa,2021-02-11,,,,,11193729,,1569.888,0.433
South Sudan,Africa,2021-02-12,,,,,11193729,,1569.888,0.433
South Sudan,Africa,2021-02-13,,,,,11193729,,1569.888,0.433
South Sudan,Africa,2021-02-14,,,,,11193729,,1569.888,0.433
South Sudan,Africa,2021-02-15,,,,,11193729,,1569.888,0.433
South Sudan,Africa,2021-02-16,,,,,11193729,,1569.888,0.433
Spain,Europe,2021-02-10,87258,2320507,943278,Moderna,46754783,93.105,34272.36,0.904
Spain,Europe,2021-02-11,102538,2423045,1000485,Moderna,46754783,93.105,34272.36,0.904
Spain,Europe,2021-02-12,,,,Moderna,46754783,93.105,34272.36,0.904
Spain,Europe,2021-02-13,,,,Moderna,46754783,93.105,34272.36,0.904
Spain,Europe,2021-02-14,,2561608,1070091,Moderna,46754783,93.105,34272.36,0.904
Spain,Europe,2021-02-15,62904,2624512,1096922,Moderna,46754783,93.105,34272.36,0.904
Spain,Europe,2021-02-16,,,,Moderna,46754783,93.105,34272.36,0.904
Sri Lanka,Asia,2021-02-10,2532,176725,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sri Lanka,Asia,2021-02-11,1362,178087,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sri Lanka,Asia,2021-02-12,1110,179197,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sri Lanka,Asia,2021-02-13,7457,186654,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sri Lanka,Asia,2021-02-14,2695,189349,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sri Lanka,Asia,2021-02-15,3589,192938,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sri Lanka,Asia,2021-02-16,3225,196163,,Oxford/AstraZeneca,21413250,341.955,11669.077,0.782
Sudan,Africa,2021-02-10,,,,,43849269,23.258,4466.507,0.51
Sudan,Africa,2021-02-11,,,,,43849269,23.258,4466.507,0.51
Sudan,Africa,2021-02-12,,,,,43849269,23.258,4466.507,0.51
Sudan,Africa,2021-02-13,,,,,43849269,23.258,4466.507,0.51
Sudan,Africa,2021-02-14,,,,,43849269,23.258,4466.507,0.51
Sudan,Africa,2021-02-15,,,,,43849269,23.258,4466.507,0.51
Sudan,Africa,2021-02-16,,,,,43849269,23.258,4466.507,0.51
Suriname,South America,2021-02-10,,,,,586634,3.612,13767.119,0.738
Suriname,South America,2021-02-11,,,,,586634,3.612,13767.119,0.738
Suriname,South America,2021-02-12,,,,,586634,3.612,13767.119,0.738
Suriname,South America,2021-02-13,,,,,586634,3.612,13767.119,0.738
Suriname,South America,2021-02-14,,,,,586634,3.612,13767.119,0.738
Suriname,South America,2021-02-15,,,,,586634,3.612,13767.119,0.738
Suriname,South America,2021-02-16,,,,,586634,3.612,13767.119,0.738
Sweden,Europe,2021-02-10,,402571,85806,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Sweden,Europe,2021-02-11,30325,432896,101507,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Sweden,Europe,2021-02-12,24966,457862,116206,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Sweden,Europe,2021-02-13,,,,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Sweden,Europe,2021-02-14,,,,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Sweden,Europe,2021-02-15,,,,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Sweden,Europe,2021-02-16,,505898,141778,Oxford/AstraZeneca,10099270,24.718,46949.283,0.945
Switzerland,Europe,2021-02-10,,481405,,Moderna,8654618,214.243,57410.166,0.955
Switzerland,Europe,2021-02-11,,,,Moderna,8654618,214.243,57410.166,0.955
Switzerland,Europe,2021-02-12,,,,Moderna,8654618,214.243,57410.166,0.955
Switzerland,Europe,2021-02-13,,,,Moderna,8654618,214.243,57410.166,0.955
Switzerland,Europe,2021-02-14,,540066,,Moderna,8654618,214.243,57410.166,0.955
Switzerland,Europe,2021-02-15,,,,Moderna,8654618,214.243,57410.166,0.955
Switzerland,Europe,2021-02-16,,,,Moderna,8654618,214.243,57410.166,0.955
Syria,Asia,2021-02-10,,,,,17500657,,,0.567
Syria,Asia,2021-02-11,,,,,17500657,,,0.567
Syria,Asia,2021-02-12,,,,,17500657,,,0.567
Syria,Asia,2021-02-13,,,,,17500657,,,0.567
Syria,Asia,2021-02-14,,,,,17500657,,,0.567
Syria,Asia,2021-02-15,,,,,17500657,,,0.567
Syria,Asia,2021-02-16,,,,,17500657,,,0.567
Taiwan,Asia,2021-02-10,,,,,23816775,,,
Taiwan,Asia,2021-02-11,,,,,23816775,,,
Taiwan,Asia,2021-02-12,,,,,23816775,,,
Taiwan,Asia,2021-02-13,,,,,23816775,,,
Taiwan,Asia,2021-02-14,,,,,23816775,,,
Taiwan,Asia,2021-02-15,,,,,23816775,,,
Taiwan,Asia,2021-02-16,,,,,23816775,,,
Tajikistan,Asia,2021-02-10,,,,,9537642,64.281,2896.913,0.668
Tajikistan,Asia,2021-02-11,,,,,9537642,64.281,2896.913,0.668
Tajikistan,Asia,2021-02-12,,,,,9537642,64.281,2896.913,0.668
Tajikistan,Asia,2021-02-13,,,,,9537642,64.281,2896.913,0.668
Tajikistan,Asia,2021-02-14,,,,,9537642,64.281,2896.913,0.668
Tajikistan,Asia,2021-02-15,,,,,9537642,64.281,2896.913,0.668
Tajikistan,Asia,2021-02-16,,,,,9537642,64.281,2896.913,0.668
Tanzania,Africa,2021-02-10,,,,,59734213,64.699,2683.304,0.529
Tanzania,Africa,2021-02-11,,,,,59734213,64.699,2683.304,0.529
Tanzania,Africa,2021-02-12,,,,,59734213,64.699,2683.304,0.529
Tanzania,Africa,2021-02-13,,,,,59734213,64.699,2683.304,0.529
Tanzania,Africa,2021-02-14,,,,,59734213,64.699,2683.304,0.529
Tanzania,Africa,2021-02-15,,,,,59734213,64.699,2683.304,0.529
Tanzania,Africa,2021-02-16,,,,,59734213,64.699,2683.304,0.529
Thailand,Asia,2021-02-10,,,,,69799978,135.132,16277.671,0.777
Thailand,Asia,2021-02-11,,,,,69799978,135.132,16277.671,0.777
Thailand,Asia,2021-02-12,,,,,69799978,135.132,16277.671,0.777
Thailand,Asia,2021-02-13,,,,,69799978,135.132,16277.671,0.777
Thailand,Asia,2021-02-14,,,,,69799978,135.132,16277.671,0.777
Thailand,Asia,2021-02-15,,,,,69799978,135.132,16277.671,0.777
Thailand,Asia,2021-02-16,,,,,69799978,135.132,16277.671,0.777
Timor,Asia,2021-02-10,,,,,1318442,87.176,6570.102,0.606
Timor,Asia,2021-02-11,,,,,1318442,87.176,6570.102,0.606
Timor,Asia,2021-02-12,,,,,1318442,87.176,6570.102,0.606
Timor,Asia,2021-02-13,,,,,1318442,87.176,6570.102,0.606
Timor,Asia,2021-02-14,,,,,1318442,87.176,6570.102,0.606
Timor,Asia,2021-02-15,,,,,1318442,87.176,6570.102,0.606
Timor,Asia,2021-02-16,,,,,1318442,87.176,6570.102,0.606
Togo,Africa,2021-02-10,,,,,8278737,143.366,1429.813,0.515
Togo,Africa,2021-02-11,,,,,8278737,143.366,1429.813,0.515
Togo,Africa,2021-02-12,,,,,8278737,143.366,1429.813,0.515
Togo,Africa,2021-02-13,,,,,8278737,143.366,1429.813,0.515
Togo,Africa,2021-02-14,,,,,8278737,143.366,1429.813,0.515
Togo,Africa,2021-02-15,,,,,8278737,143.366,1429.813,0.515
Togo,Africa,2021-02-16,,,,,8278737,143.366,1429.813,0.515
Trinidad and Tobago,North America,2021-02-10,,,,,1399491,266.886,28763.071,0.796
Trinidad and Tobago,North America,2021-02-11,,,,,1399491,266.886,28763.071,0.796
Trinidad and Tobago,North America,2021-02-12,,,,,1399491,266.886,28763.071,0.796
Trinidad and Tobago,North America,2021-02-13,,,,,1399491,266.886,28763.071,0.796
Trinidad and Tobago,North America,2021-02-14,,,,,1399491,266.886,28763.071,0.796
Trinidad and Tobago,North America,2021-02-15,,,,,1399491,266.886,28763.071,0.796
Trinidad and Tobago,North America,2021-02-16,,,,,1399491,266.886,28763.071,0.796
Tunisia,Africa,2021-02-10,,,,,11818618,74.228,10849.297,0.74
Tunisia,Africa,2021-02-11,,,,,11818618,74.228,10849.297,0.74
Tunisia,Africa,2021-02-12,,,,,11818618,74.228,10849.297,0.74
Tunisia,Africa,2021-02-13,,,,,11818618,74.228,10849.297,0.74
Tunisia,Africa,2021-02-14,,,,,11818618,74.228,10849.297,0.74
Tunisia,Africa,2021-02-15,,,,,11818618,74.228,10849.297,0.74
Tunisia,Africa,2021-02-16,,,,,11818618,74.228,10849.297,0.74
Turkey,Asia,2021-02-10,62407,2795116,,Sinovac,84339067,104.914,25129.341,0.82
Turkey,Asia,2021-02-11,51009,2846125,,Sinovac,84339067,104.914,25129.341,0.82
Turkey,Asia,2021-02-12,558229,3404354,336532,Sinovac,84339067,104.914,25129.341,0.82
Turkey,Asia,2021-02-13,305542,3709896,456891,Sinovac,84339067,104.914,25129.341,0.82
Turkey,Asia,2021-02-14,115205,3825101,488937,Sinovac,84339067,104.914,25129.341,0.82
Turkey,Asia,2021-02-15,356926,4182027,573879,Sinovac,84339067,104.914,25129.341,0.82
Turkey,Asia,2021-02-16,448757,4630784,646162,Sinovac,84339067,104.914,25129.341,0.82
Uganda,Africa,2021-02-10,,,,,45741000,213.759,1697.707,0.544
Uganda,Africa,2021-02-11,,,,,45741000,213.759,1697.707,0.544
Uganda,Africa,2021-02-12,,,,,45741000,213.759,1697.707,0.544
Uganda,Africa,2021-02-13,,,,,45741000,213.759,1697.707,0.544
Uganda,Africa,2021-02-14,,,,,45741000,213.759,1697.707,0.544
Uganda,Africa,2021-02-15,,,,,45741000,213.759,1697.707,0.544
Uganda,Africa,2021-02-16,,,,,45741000,213.759,1697.707,0.544
Ukraine,Europe,2021-02-10,,,,,43733759,77.39,7894.393,0.779
Ukraine,Europe,2021-02-11,,,,,43733759,77.39,7894.393,0.779
Ukraine,Europe,2021-02-12,,,,,43733759,77.39,7894.393,0.779
Ukraine,Europe,2021-02-13,,,,,43733759,77.39,7894.393,0.779
Ukraine,Europe,2021-02-14,,,,,43733759,77.39,7894.393,0.779
Ukraine,Europe,2021-02-15,,,,,43733759,77.39,7894.393,0.779
Ukraine,Europe,2021-02-16,,,,,43733759,77.39,7894.393,0.779
United Arab Emirates,Asia,2021-02-10,157514,4684658,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Arab Emirates,Asia,2021-02-11,107550,4792208,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Arab Emirates,Asia,2021-02-12,109587,4901795,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Arab Emirates,Asia,2021-02-13,103469,5005264,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Arab Emirates,Asia,2021-02-14,49967,5055231,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Arab Emirates,Asia,2021-02-15,31604,5086835,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Arab Emirates,Asia,2021-02-16,111890,5198725,,Oxford/AstraZeneca,9890400,112.442,67293.483,0.89
United Kingdom,Europe,2021-02-10,455704,14033555,524447,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United Kingdom,Europe,2021-02-11,508763,14542318,530094,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United Kingdom,Europe,2021-02-12,549378,15091696,534869,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United Kingdom,Europe,2021-02-13,508208,15599904,537715,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United Kingdom,Europe,2021-02-14,239877,15839781,539630,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United Kingdom,Europe,2021-02-15,282491,16122272,546165,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United Kingdom,Europe,2021-02-16,,,,Oxford/AstraZeneca,67886004,272.898,39753.244,0.932
United States,North America,2021-02-10,1563780,44769970,10469514,Moderna,331002647,35.608,54225.446,0.926
United States,North America,2021-02-11,1620300,46390270,11188782,Moderna,331002647,35.608,54225.446,0.926
United States,North America,2021-02-12,2020288,48410558,12085830,Moderna,331002647,35.608,54225.446,0.926
United States,North America,2021-02-13,2231326,50641884,13082172,Moderna,331002647,35.608,54225.446,0.926
United States,North America,2021-02-14,2242472,52884356,14077440,Moderna,331002647,35.608,54225.446,0.926
United States,North America,2021-02-15,,,,Moderna,331002647,35.608,54225.446,0.926
United States,North America,2021-02-16,,55220364,15015434,Moderna,331002647,35.608,54225.446,0.926
Uruguay,South America,2021-02-10,,,,,3473727,19.751,20551.409,0.817
Uruguay,South America,2021-02-11,,,,,3473727,19.751,20551.409,0.817
Uruguay,South America,2021-02-12,,,,,3473727,19.751,20551.409,0.817
Uruguay,South America,2021-02-13,,,,,3473727,19.751,20551.409,0.817
Uruguay,South America,2021-02-14,,,,,3473727,19.751,20551.409,0.817
Uruguay,South America,2021-02-15,,,,,3473727,19.751,20551.409,0.817
Uruguay,South America,2021-02-16,,,,,3473727,19.751,20551.409,0.817
Uzbekistan,Asia,2021-02-10,,,,,33469199,76.134,6253.104,0.72
Uzbekistan,Asia,2021-02-11,,,,,33469199,76.134,6253.104,0.72
Uzbekistan,Asia,2021-02-12,,,,,33469199,76.134,6253.104,0.72
Uzbekistan,Asia,2021-02-13,,,,,33469199,76.134,6253.104,0.72
Uzbekistan,Asia,2021-02-14,,,,,33469199,76.134,6253.104,0.72
Uzbekistan,Asia,2021-02-15,,,,,33469199,76.134,6253.104,0.72
Uzbekistan,Asia,2021-02-16,,,,,33469199,76.134,6253.104,0.72
Vanuatu,Oceania,2021-02-10,,,,,307150,22.662,2921.909,0.609
Vanuatu,Oceania,2021-02-11,,,,,307150,22.662,2921.909,0.609
Vanuatu,Oceania,2021-02-12,,,,,307150,22.662,2921.909,0.609
Vanuatu,Oceania,2021-02-13,,,,,307150,22.662,2921.909,0.609
Vanuatu,Oceania,2021-02-14,,,,,307150,22.662,2921.909,0.609
Vanuatu,Oceania,2021-02-15,,,,,307150,22.662,2921.909,0.609
Vanuatu,Oceania,2021-02-16,,,,,307150,22.662,2921.909,0.609
Vatican,Europe,2021-02-10,,,,,809,,,
Vatican,Europe,2021-02-11,,,,,809,,,
Vatican,Europe,2021-02-12,,,,,809,,,
Vatican,Europe,2021-02-13,,,,,809,,,
Vatican,Europe,2021-02-14,,,,,809,,,
Vatican,Europe,2021-02-15,,,,,809,,,
Vatican,Europe,2021-02-16,,,,,809,,,
Venezuela,South America,2021-02-10,,,,,28435943,36.253,16745.022,0.711
Venezuela,South America,2021-02-11,,,,,28435943,36.253,16745.022,0.711
Venezuela,South America,2021-02-12,,,,,28435943,36.253,16745.022,0.711
Venezuela,South America,2021-02-13,,,,,28435943,36.253,16745.022,0.711
Venezuela,South America,2021-02-14,,,,,28435943,36.253,16745.022,0.711
Venezuela,South America,2021-02-15,,,,,28435943,36.253,16745.022,0.711
Venezuela,South America,2021-02-16,,,,,28435943,36.253,16745.022,0.711
Vietnam,Asia,2021-02-10,,,,,97338583,308.127,6171.884,0.704
Vietnam,Asia,2021-02-11,,,,,97338583,308.127,6171.884,0.704
Vietnam,Asia,2021-02-12,,,,,97338583,308.127,6171.884,0.704
Vietnam,Asia,2021-02-13,,,,,97338583,308.127,6171.884,0.704
Vietnam,Asia,2021-02-14,,,,,97338583,308.127,6171.884,0.704
Vietnam,Asia,2021-02-15,,,,,97338583,308.127,6171.884,0.704
Vietnam,Asia,2021-02-16,,,,,97338583,308.127,6171.884,0.704
Yemen,Asia,2021-02-10,,,,,29825968,53.508,1479.147,0.47
Yemen,Asia,2021-02-11,,,,,29825968,53.508,1479.147,0.47
Yemen,Asia,2021-02-12,,,,,29825968,53.508,1479.147,0.47
Yemen,Asia,2021-02-13,,,,,29825968,53.508,1479.147,0.47
Yemen,Asia,2021-02-14,,,,,29825968,53.508,1479.147,0.47
Yemen,Asia,2021-02-15,,,,,29825968,53.508,1479.147,0.47
Yemen,Asia,2021-02-16,,,,,29825968,53.508,1479.147,0.47
Zambia,Africa,2021-02-10,,,,,18383956,22.995,3689.251,0.584
Zambia,Africa,2021-02-11,,,,,18383956,22.995,3689.251,0.584
Zambia,Africa,2021-02-12,,,,,18383956,22.995,3689.251,0.584
Zambia,Africa,2021-02-13,,,,,18383956,22.995,3689.251,0.584
Zambia,Africa,2021-02-14,,,,,18383956,22.995,3689.251,0.584
Zambia,Africa,2021-02-15,,,,,18383956,22.995,3689.251,0.584
Zambia,Africa,2021-02-16,,,,,18383956,22.995,3689.251,0.584
Zimbabwe,Africa,2021-02-10,,,,,14862927,42.729,1899.775,0.571
Zimbabwe,Africa,2021-02-11,,,,,14862927,42.729,1899.775,0.571
Zimbabwe,Africa,2021-02-12,,,,,14862927,42.729,1899.775,0.571
Zimbabwe,Africa,2021-02-13,,,,,14862927,42.729,1899.775,0.571
Zimbabwe,Africa,2021-02-14,,,,,14862927,42.729,1899.775,0.571
Zimbabwe,Africa,2021-02-15,,,,,14862927,42.729,1899.775,0.571
Zimbabwe,Africa,2021-02-16,,,,,14862927,42.729,1899.775,0.571
