country,continent,date,new_vaccinations,total_vaccinations,people_fully_vaccinated,vaccine_used,population,population_density,gdp_per_capita,human_development_index
Eritrea,Africa,2021-02-15,,,,,3546427,44.304,1510.459,0.459
Eritrea,Africa,2021-02-16,,,,,3546427,44.304,1510.459,0.459
Estonia,Europe,2021-02-10,,58261,19114,Moderna,1326539,31.033,29481.252,0.892
Estonia,Europe,2021-02-11,3496,61757,20026,Moderna,1326539,31.033,29481.252,0.892
Estonia,Europe,2021-02-12,4041,65798,21312,Moderna,1326539,31.033,29481.252,0.892
Estonia,Europe,2021-02-13,2348,68146,22126,Moderna,1326539,31.033,29481.252,0.892
Estonia,Europe,2021-02-14,290,68436,22284,Moderna,1326539,31.033,29481.252,0.892
Estonia,Europe,2021-02-15,61,68497,22343,Moderna,1326539,31.033,29481.252,0.892
Estonia,Europe,2021-02-16,816,69313,22573,Moderna,1326539,31.033,29481.252,0.892
Eswatini,Africa,2021-02-10,,,,,1160164,79.492,7738.975,0.611
Eswatini,Africa,2021-02-11,,,,,1160164,79.492,7738.975,0.611
Eswatini,Africa,2021-02-12,,,,,1160164,79.492,7738.975,0.611
Eswatini,Africa,2021-02-13,,,,,1160164,79.492,7738.975,0.611
Eswatini,Africa,2021-02-14,,,,,1160164,79.492,7738.975,0.611
Eswatini,Africa,2021-02-15,,,,,1160164,79.492,7738.975,0.611
Eswatini,Africa,2021-02-16,,,,,1160164,79.492,7738.975,0.611
Ethiopia,Africa,2021-02-10,,,,,114963583,104.957,1729.927,0.485
Ethiopia,Africa,2021-02-11,,,,,114963583,104.957,1729.927,0.485
Ethiopia,Africa,2021-02-12,,,,,114963583,104.957,1729.927,0.485
Ethiopia,Africa,2021-02-13,,,,,114963583,104.957,1729.927,0.485
Ethiopia,Africa,2021-02-14,,,,,114963583,104.957,1729.927,0.485
Ethiopia,Africa,2021-02-15,,,,,114963583,104.957,1729.927,0.485
Ethiopia,Africa,2021-02-16,,,,,114963583,104.957,1729.927,0.485
Faeroe Islands,Europe,2021-02-10,,5355,1221,Pfizer/BioNTech,48865,35.308,,
Faeroe Islands,Europe,2021-02-11,,,,Pfizer/BioNTech,48865,35.308,,
Faeroe Islands,Europe,2021-02-12,,,,Pfizer/BioNTech,48865,35.308,,
Faeroe Islands,Europe,2021-02-13,,,,Pfizer/BioNTech,48865,35.308,,
Faeroe Islands,Europe,2021-02-14,,,,Pfizer/BioNTech,48865,35.308,,
Faeroe Islands,Europe,2021-02-15,,,,Pfizer/BioNTech,48865,35.308,,
Faeroe Islands,Europe,2021-02-16,,,,Pfizer/BioNTech,48865,35.308,,
Fiji,Oceania,2021-02-10,,,,,896444,49.562,8702.975,0.743
Fiji,Oceania,2021-02-11,,,,,896444,49.562,8702.975,0.743
Fiji,Oceania,2021-02-12,,,,,896444,49.562,8702.975,0.743
Fiji,Oceania,2021-02-13,,,,,896444,49.562,8702.975,0.743
Fiji,Oceania,2021-02-14,,,,,896444,49.562,8702.975,0.743
Fiji,Oceania,2021-02-15,,,,,896444,49.562,8702.975,0.743
Fiji,Oceania,2021-02-16,,,,,896444,49.562,8702.975,0.743
Finland,Europe,2021-02-10,6348,233775,55770,Moderna,5540718,18.136,40585.721,0.938
Finland,Europe,2021-02-11,13761,247536,60152,Moderna,5540718,18.136,40585.721,0.938
Finland,Europe,2021-02-12,13806,261342,63802,Moderna,5540718,18.136,40585.721,0.938
Finland,Europe,2021-02-13,11773,273115,66832,Moderna,5540718,18.136,40585.721,0.938
Finland,Europe,2021-02-14,3354,276469,66959,Moderna,5540718,18.136,40585.721,0.938
Finland,Europe,2021-02-15,717,277186,66992,Moderna,5540718,18.136,40585.721,0.938
Finland,Europe,2021-02-16,6740,283926,67463,Moderna,5540718,18.136,40585.721,0.938
France,Europe,2021-02-10,146073,2502935,442260,Moderna,65273512,122.578,38605.671,0.901
France,Europe,2021-02-11,183990,2686925,540713,Moderna,65273512,122.578,38605.671,0.901
France,Europe,2021-02-12,152892,2839817,614496,Moderna,65273512,122.578,38605.671,0.901
France,Europe,2021-02-13,43639,2883456,633771,Moderna,65273512,122.578,38605.671,0.901
France,Europe,2021-02-14,13016,2896472,640875,Moderna,65273512,122.578,38605.671,0.901
France,Europe,2021-02-15,118501,3014973,716887,Moderna,65273512,122.578,38605.671,0.901
France,Europe,2021-02-16,,,,Moderna,65273512,122.578,38605.671,0.901
Gabon,Africa,2021-02-10,,,,,2225728,7.859,16562.413,0.703
Gabon,Africa,2021-02-11,,,,,2225728,7.859,16562.413,0.703
Gabon,Africa,2021-02-12,,,,,2225728,7.859,16562.413,0.703
Gabon,Africa,2021-02-13,,,,,2225728,7.859,16562.413,0.703
Gabon,Africa,2021-02-14,,,,,2225728,7.859,16562.413,0.703
Gabon,Africa,2021-02-15,,,,,2225728,7.859,16562.413,0.703
Gabon,Africa,2021-02-16,,,,,2225728,7.859,16562.413,0.703
Gambia,Africa,2021-02-10,,,,,2416664,207.566,1561.767,0.496
Gambia,Africa,2021-02-11,,,,,2416664,207.566,1561.767,0.496
Gambia,Africa,2021-02-12,,,,,2416664,207.566,1561.767,0.496
Gambia,Africa,2021-02-13,,,,,2416664,207.566,1561.767,0.496
Gambia,Africa,2021-02-14,,,,,2416664,207.566,1561.767,0.496
Gambia,Africa,2021-02-15,,,,,2416664,207.566,1561.767,0.496
Gambia,Africa,2021-02-16,,,,,2416664,207.566,1561.767,0.496
Georgia,Asia,2021-02-10,,,,,3989175,65.032,9745.079,0.812
Georgia,Asia,2021-02-11,,,,,3989175,65.032,9745.079,0.812
Georgia,Asia,2021-02-12,,,,,3989175,65.032,9745.079,0.812
Georgia,Asia,2021-02-13,,,,,3989175,65.032,9745.079,0.812
Georgia,Asia,2021-02-14,,,,,3989175,65.032,9745.079,0.812
Georgia,Asia,2021-02-15,,,,,3989175,65.032,9745.079,0.812
Georgia,Asia,2021-02-16,,,,,3989175,65.032,9745.079,0.812
Germany,Europe,2021-02-10,143676,3693828,1197968,Moderna,83783945,237.016,45229.245,0.947
Germany,Europe,2021-02-11,141920,3835748,1269345,Moderna,83783945,237.016,45229.245,0.947
Germany,Europe,2021-02-12,153529,3989277,1345265,Moderna,83783945,237.016,45229.245,0.947
Germany,Europe,2021-02-13,108130,4097407,1391016,Moderna,83783945,237.016,45229.245,0.947
Germany,Europe,2021-02-14,65359,4162766,1417575,Moderna,83783945,237.016,45229.245,0.947
Germany,Europe,2021-02-15,121788,4284554,1470822,Moderna,83783945,237.016,45229.245,0.947
Germany,Europe,2021-02-16,,,,Moderna,83783945,237.016,45229.245,0.947
Ghana,Africa,2021-02-10,,,,,31072945,126.719,4227.63,0.611
Ghana,Africa,2021-02-11,,,,,31072945,126.719,4227.63,0.611
Ghana,Africa,2021-02-12,,,,,31072945,126.719,4227.63,0.611
Ghana,Africa,2021-02-13,,,,,31072945,126.719,4227.63,0.611
Ghana,Africa,2021-02-14,,,,,31072945,126.719,4227.63,0.611
Ghana,Africa,2021-02-15,,,,,31072945,126.719,4227.63,0.611
Ghana,Africa,2021-02-16,,,,,31072945,126.719,4227.63,0.611
Gibraltar,Europe,2021-02-10,978,21999,6737,Pfizer/BioNTech,33691,3457.1,,
Gibraltar,Europe,2021-02-11,1104,23103,7667,Pfizer/BioNTech,33691,3457.1,,
Gibraltar,Europe,2021-02-12,1092,24195,8595,Pfizer/BioNTech,33691,3457.1,,
Gibraltar,Europe,2021-02-13,1092,25287,9522,Pfizer/BioNTech,33691,3457.1,,
Gibraltar,Europe,2021-02-14,654,25941,10053,Pfizer/BioNTech,33691,3457.1,,
Gibraltar,Europe,2021-02-15,438,26379,10244,Pfizer/BioNTech,33691,3457.1,,
Gibraltar,Europe,2021-02-16,,,,Pfizer/BioNTech,33691,3457.1,,
Greece,Europe,2021-02-10,21663,459535,106123,Moderna,10423056,83.479,24574.382,0.888
Greece,Europe,2021-02-11,22881,482416,121616,Moderna,10423056,83.479,24574.382,0.888
Greece,Europe,2021-02-12,23622,506038,139289,Moderna,10423056,83.479,24574.382,0.888
Greece,Europe,2021-02-13,20331,526369,154907,Moderna,10423056,83.479,24574.382,0.888
Greece,Europe,2021-02-14,,,,Moderna,10423056,83.479,24574.382,0.888
Greece,Europe,2021-02-15,,554745,168696,Moderna,10423056,83.479,24574.382,0.888
Greece,Europe,2021-02-16,21021,575766,177926,Moderna,10423056,83.479,24574.382,0.888
Grenada,North America,2021-02-10,,,,,112519,317.132,13593.877,0.779
Grenada,North America,2021-02-11,,,,,112519,317.132,13593.877,0.779
Grenada,North America,2021-02-12,,,,,112519,317.132,13593.877,0.779
Grenada,North America,2021-02-13,,,,,112519,317.132,13593.877,0.779
Grenada,North America,2021-02-14,,,,,112519,317.132,13593.877,0.779
Grenada,North America,2021-02-15,,,,,112519,317.132,13593.877,0.779
Grenada,North America,2021-02-16,,,,,112519,317.132,13593.877,0.779
Guatemala,North America,2021-02-10,,,,,17915567,157.834,7423.808,0.663
Guatemala,North America,2021-02-11,,,,,17915567,157.834,7423.808,0.663
Guatemala,North America,2021-02-12,,,,,17915567,157.834,7423.808,0.663
Guatemala,North America,2021-02-13,,,,,17915567,157.834,7423.808,0.663
Guatemala,North America,2021-02-14,,,,,17915567,157.834,7423.808,0.663
Guatemala,North America,2021-02-15,,,,,17915567,157.834,7423.808,0.663
Guatemala,North America,2021-02-16,,,,,17915567,157.834,7423.808,0.663
Guinea,Africa,2021-02-10,,,,,13132792,51.755,1998.926,0.477
Guinea,Africa,2021-02-11,,,,,13132792,51.755,1998.926,0.477
Guinea,Africa,2021-02-12,,,,,13132792,51.755,1998.926,0.477
Guinea,Africa,2021-02-13,,,,,13132792,51.755,1998.926,0.477
Guinea,Africa,2021-02-14,,,,,13132792,51.755,1998.926,0.477
Guinea,Africa,2021-02-15,,,,,13132792,51.755,1998.926,0.477
Guinea,Africa,2021-02-16,,,,,13132792,51.755,1998.926,0.477
Guinea-Bissau,Africa,2021-02-10,,,,,1967998,66.191,1548.675,0.48
Guinea-Bissau,Africa,2021-02-11,,,,,1967998,66.191,1548.675,0.48
Guinea-Bissau,Africa,2021-02-12,,,,,1967998,66.191,1548.675,0.48
Guinea-Bissau,Africa,2021-02-13,,,,,1967998,66.191,1548.675,0.48
Guinea-Bissau,Africa,2021-02-14,,,,,1967998,66.191,1548.675,0.48
Guinea-Bissau,Africa,2021-02-15,,,,,1967998,66.191,1548.675,0.48
Guinea-Bissau,Africa,2021-02-16,,,,,1967998,66.191,1548.675,0.48
Guyana,South America,2021-02-10,,,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Guyana,South America,2021-02-11,,0,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Guyana,South America,2021-02-12,,,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Guyana,South America,2021-02-13,,,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Guyana,South America,2021-02-14,,,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Guyana,South America,2021-02-15,,668,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Guyana,South America,2021-02-16,,,,Oxford/AstraZeneca,786559,3.952,7435.047,0.682
Haiti,North America,2021-02-10,,,,,11402533,398.448,1653.173,0.51
Haiti,North America,2021-02-11,,,,,11402533,398.448,1653.173,0.51
Haiti,North America,2021-02-12,,,,,11402533,398.448,1653.173,0.51
Haiti,North America,2021-02-13,,,,,11402533,398.448,1653.173,0.51
Haiti,North America,2021-02-14,,,,,11402533,398.448,1653.173,0.51
Haiti,North America,2021-02-15,,,,,11402533,398.448,1653.173,0.51
Haiti,North America,2021-02-16,,,,,11402533,398.448,1653.173,0.51
Honduras,North America,2021-02-10,,,,,9904608,82.805,4541.795,0.634
Honduras,North America,2021-02-11,,,,,9904608,82.805,4541.795,0.634
Honduras,North America,2021-02-12,,,,,9904608,82.805,4541.795,0.634
Honduras,North America,2021-02-13,,,,,9904608,82.805,4541.795,0.634
Honduras,North America,2021-02-14,,,,,9904608,82.805,4541.795,0.634
Honduras,North America,2021-02-15,,,,,9904608,82.805,4541.795,0.634
Honduras,North America,2021-02-16,,,,,9904608,82.805,4541.795,0.634
Hungary,Europe,2021-02-10,5795,411992,117368,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Hungary,Europe,2021-02-11,19105,431097,120649,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Hungary,Europe,2021-02-12,24071,455168,124423,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Hungary,Europe,2021-02-13,8215,463383,128195,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Hungary,Europe,2021-02-14,2253,465636,129339,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Hungary,Europe,2021-02-15,7915,473551,131593,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Hungary,Europe,2021-02-16,10200,483751,134824,Pfizer/BioNTech,9660350,108.043,26777.561,0.854
Iceland,Europe,2021-02-10,,,,Moderna,341250,3.404,46482.958,0.949
Iceland,Europe,2021-02-11,,,,Moderna,341250,3.404,46482.958,0.949
Iceland,Europe,2021-02-12,,19624,5538,Moderna,341250,3.404,46482.958,0.949
Iceland,Europe,2021-02-13,,,,Moderna,341250,3.404,46482.958,0.949
Iceland,Europe,2021-02-14,,,,Moderna,341250,3.404,46482.958,0.949
Iceland,Europe,2021-02-15,,19844,5757,Moderna,341250,3.404,46482.958,0.949
Iceland,Europe,2021-02-16,187,20031,5944,Moderna,341250,3.404,46482.958,0.949
India,Asia,2021-02-10,405553,7017114,,Covaxin,1380004385,450.419,6426.674,0.645
India,Asia,2021-02-11,487896,7505010,,Covaxin,1380004385,450.419,6426.674,0.645
India,Asia,2021-02-12,462637,7967647,,Covaxin,1380004385,450.419,6426.674,0.645
India,Asia,2021-02-13,296211,8263858,,Covaxin,1380004385,450.419,6426.674,0.645
India,Asia,2021-02-14,21437,8285295,,Covaxin,1380004385,450.419,6426.674,0.645
India,Asia,2021-02-15,435527,8720822,,Covaxin,1380004385,450.419,6426.674,0.645
India,Asia,2021-02-16,278408,8999230,,Covaxin,1380004385,450.419,6426.674,0.645
Indonesia,Asia,2021-02-10,181937,1248797,279251,Sinovac,273523621,145.725,11188.744,0.718
Indonesia,Asia,2021-02-11,113994,1362791,345605,Sinovac,273523621,145.725,11188.744,0.718
Indonesia,Asia,2021-02-12,,,,Sinovac,273523621,145.725,11188.744,0.718
Indonesia,Asia,2021-02-13,,1475812,415486,Sinovac,273523621,145.725,11188.744,0.718
Indonesia,Asia,2021-02-14,18513,1494325,425578,Sinovac,273523621,145.725,11188.744,0.718
Indonesia,Asia,2021-02-15,84395,1578720,482625,Sinovac,273523621,145.725,11188.744,0.718
Indonesia,Asia,2021-02-16,79390,1658110,537147,Sinovac,273523621,145.725,11188.744,0.718
Iran,Asia,2021-02-10,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iran,Asia,2021-02-11,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iran,Asia,2021-02-12,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iran,Asia,2021-02-13,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iran,Asia,2021-02-14,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iran,Asia,2021-02-15,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iran,Asia,2021-02-16,,,,Sputnik V,83992953,49.831,19082.62,0.783
Iraq,Asia,2021-02-10,,,,,40222503,88.125,15663.986,0.674
Iraq,Asia,2021-02-11,,,,,40222503,88.125,15663.986,0.674
Iraq,Asia,2021-02-12,,,,,40222503,88.125,15663.986,0.674
Iraq,Asia,2021-02-13,,,,,40222503,88.125,15663.986,0.674
Iraq,Asia,2021-02-14,,,,,40222503,88.125,15663.986,0.674
Iraq,Asia,2021-02-15,,,,,40222503,88.125,15663.986,0.674
Iraq,Asia,2021-02-16,,,,,40222503,88.125,15663.986,0.674
Ireland,Europe,2021-02-10,8397,256681,89818,Moderna,4937796,69.874,67335.293,0.955
Ireland,Europe,2021-02-11,4392,261073,89834,Moderna,4937796,69.874,67335.293,0.955
Ireland,Europe,2021-02-12,4164,265237,89999,Moderna,4937796,69.874,67335.293,0.955
Ireland,Europe,2021-02-13,3314,268551,91625,Moderna,4937796,69.874,67335.293,0.955
Ireland,Europe,2021-02-14,,,,Moderna,4937796,69.874,67335.293,0.955
Ireland,Europe,2021-02-15,,,,Moderna,4937796,69.874,67335.293,0.955
Ireland,Europe,2021-02-16,,,,Moderna,4937796,69.874,67335.293,0.955
Isle of Man,Europe,2021-02-10,415,12441,2956,Oxford/AstraZeneca,85032,147.872,,
Isle of Man,Europe,2021-02-11,375,12816,3328,Oxford/AstraZeneca,85032,147.872,,
Isle of Man,Europe,2021-02-12,1,12817,3328,Oxford/AstraZeneca,85032,147.872,,
Isle of Man,Europe,2021-02-13,680,13497,3327,Oxford/AstraZeneca,85032,147.872,,
Isle of Man,Europe,2021-02-14,236,13733,3328,Oxford/AstraZeneca,85032,147.872,,
Isle of Man,Europe,2021-02-15,,,,Oxford/AstraZeneca,85032,147.872,,
Isle of Man,Europe,2021-02-16,,14272,3594,Oxford/AstraZeneca,85032,147.872,,
Israel,Asia,2021-02-10,138893,6026411,2333786,Moderna,8655541,402.606,33132.32,0.919
Israel,Asia,2021-02-11,147473,6173884,2402662,Moderna,8655541,402.606,33132.32,0.919
Israel,Asia,2021-02-12,76023,6249907,2439855,Moderna,8655541,402.606,33132.32,0.919
Israel,Asia,2021-02-13,57479,6307386,2470037,Moderna,8655541,402.606,33132.32,0.919
Israel,Asia,2021-02-14,142547,6449933,2538589,Moderna,8655541,402.606,33132.32,0.919
Israel,Asia,2021-02-15,155912,6605845,2613335,Moderna,8655541,402.606,33132.32,0.919
Israel,Asia,2021-02-16,153016,6758861,2687369,Moderna,8655541,402.606,33132.32,0.919
Italy,Europe,2021-02-10,69393,2786165,1248319,Moderna,60461828,205.859,35220.084,0.892
Italy,Europe,2021-02-11,68700,2854865,1264740,Moderna,60461828,205.859,35220.084,0.892
Italy,Europe,2021-02-12,69182,2924047,1277621,Moderna,60461828,205.859,35220.084,0.892
Italy,Europe,2021-02-13,50142,2974189,1283394,Moderna,60461828,205.859,35220.084,0.892
Italy,Europe,2021-02-14,28971,3003160,1285659,Moderna,60461828,205.859,35220.084,0.892
Italy,Europe,2021-02-15,58735,3061895,1290818,Moderna,60461828,205.859,35220.084,0.892
Italy,Europe,2021-02-16,60736,3122631,1295514,Moderna,60461828,205.859,35220.084,0.892
Jamaica,North America,2021-02-10,,,,,2961161,266.879,8193.571,0.734
Jamaica,North America,2021-02-11,,,,,2961161,266.879,8193.571,0.734
Jamaica,North America,2021-02-12,,,,,2961161,266.879,8193.571,0.734
Jamaica,North America,2021-02-13,,,,,2961161,266.879,8193.571,0.734
Jamaica,North America,2021-02-14,,,,,2961161,266.879,8193.571,0.734
Jamaica,North America,2021-02-15,,,,,2961161,266.879,8193.571,0.734
Jamaica,North America,2021-02-16,,,,,2961161,266.879,8193.571,0.734
Japan,Asia,2021-02-10,,,,,126476458,347.778,39002.223,0.919
Japan,Asia,2021-02-11,,,,,126476458,347.778,39002.223,0.919
Japan,Asia,2021-02-12,,,,,126476458,347.778,39002.223,0.919
Japan,Asia,2021-02-13,,,,,126476458,347.778,39002.223,0.919
Japan,Asia,2021-02-14,,,,,126476458,347.778,39002.223,0.919
Japan,Asia,2021-02-15,,,,,126476458,347.778,39002.223,0.919
Japan,Asia,2021-02-16,,,,,126476458,347.778,39002.223,0.919
Jordan,Asia,2021-02-10,,,,,10203140,109.285,8337.49,0.729
Jordan,Asia,2021-02-11,,,,,10203140,109.285,8337.49,0.729
Jordan,Asia,2021-02-12,,,,,10203140,109.285,8337.49,0.729
Jordan,Asia,2021-02-13,,,,,10203140,109.285,8337.49,0.729
Jordan,Asia,2021-02-14,,,,,10203140,109.285,8337.49,0.729
Jordan,Asia,2021-02-15,,,,,10203140,109.285,8337.49,0.729
Jordan,Asia,2021-02-16,,,,,10203140,109.285,8337.49,0.729
Kazakhstan,Asia,2021-02-10,,,,,18776707,6.681,24055.588,0.825
Kazakhstan,Asia,2021-02-11,,,,,18776707,6.681,24055.588,0.825
Kazakhstan,Asia,2021-02-12,,,,,18776707,6.681,24055.588,0.825
Kazakhstan,Asia,2021-02-13,,,,,18776707,6.681,24055.588,0.825
Kazakhstan,Asia,2021-02-14,,,,,18776707,6.681,24055.588,0.825
Kazakhstan,Asia,2021-02-15,,,,,18776707,6.681,24055.588,0.825
Kazakhstan,Asia,2021-02-16,,,,,18776707,6.681,24055.588,0.825
Kenya,Africa,2021-02-10,,,,,53771300,87.324,2993.028,0.601
Kenya,Africa,2021-02-11,,,,,53771300,87.324,2993.028,0.601
Kenya,Africa,2021-02-12,,,,,53771300,87.324,2993.028,0.601
Kenya,Africa,2021-02-13,,,,,53771300,87.324,2993.028,0.601
Kenya,Africa,2021-02-14,,,,,53771300,87.324,2993.028,0.601
Kenya,Africa,2021-02-15,,,,,53771300,87.324,2993.028,0.601
Kenya,Africa,2021-02-16,,,,,53771300,87.324,2993.028,0.601
Kosovo,Europe,2021-02-10,,,,,1932774,168.155,9795.834,
Kosovo,Europe,2021-02-11,,,,,1932774,168.155,9795.834,
Kosovo,Europe,2021-02-12,,,,,1932774,168.155,9795.834,
Kosovo,Europe,2021-02-13,,,,,1932774,168.155,9795.834,
Kosovo,Europe,2021-02-14,,,,,1932774,168.155,9795.834,
Kosovo,Europe,2021-02-15,,,,,1932774,168.155,9795.834,
Kosovo,Europe,2021-02-16,,,,,1932774,168.155,9795.834,
Kuwait,Asia,2021-02-10,,,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kuwait,Asia,2021-02-11,,,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kuwait,Asia,2021-02-12,,,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kuwait,Asia,2021-02-13,,,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kuwait,Asia,2021-02-14,,,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kuwait,Asia,2021-02-15,,137000,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kuwait,Asia,2021-02-16,,,,Pfizer/BioNTech,4270563,232.128,65530.537,0.806
Kyrgyzstan,Asia,2021-02-10,,,,,6524191,32.333,3393.474,0.697
Kyrgyzstan,Asia,2021-02-11,,,,,6524191,32.333,3393.474,0.697
Kyrgyzstan,Asia,2021-02-12,,,,,6524191,32.333,3393.474,0.697
Kyrgyzstan,Asia,2021-02-13,,,,,6524191,32.333,3393.474,0.697
Kyrgyzstan,Asia,2021-02-14,,,,,6524191,32.333,3393.474,0.697
Kyrgyzstan,Asia,2021-02-15,,,,,6524191,32.333,3393.474,0.697
Kyrgyzstan,Asia,2021-02-16,,,,,6524191,32.333,3393.474,0.697
Laos,Asia,2021-02-10,,,,,7275556,29.715,6397.36,0.613
Laos,Asia,2021-02-11,,,,,7275556,29.715,6397.36,0.613
Laos,Asia,2021-02-12,,,,,7275556,29.715,6397.36,0.613
Laos,Asia,2021-02-13,,,,,7275556,29.715,6397.36,0.613
Laos,Asia,2021-02-14,,,,,7275556,29.715,6397.36,0.613
Laos,Asia,2021-02-15,,,,,7275556,29.715,6397.36,0.613
Laos,Asia,2021-02-16,,,,,7275556,29.715,6397.36,0.613
Latvia,Europe,2021-02-10,613,33459,14828,Moderna,1886202,31.212,25063.846,0.866
Latvia,Europe,2021-02-11,1742,35201,15481,Moderna,1886202,31.212,25063.846,0.866
Latvia,Europe,2021-02-12,1678,36879,16006,Moderna,1886202,31.212,25063.846,0.866
Latvia,Europe,2021-02-13,399,37278,16182,Moderna,1886202,31.212,25063.846,0.866
Latvia,Europe,2021-02-14,20,37298,16201,Moderna,1886202,31.212,25063.846,0.866
Latvia,Europe,2021-02-15,869,38167,16355,Moderna,1886202,31.212,25063.846,0.866
Latvia,Europe,2021-02-16,1132,39299,16416,Moderna,1886202,31.212,25063.846,0.866
Lebanon,Asia,2021-02-10,,,,,6825442,594.561,13367.565,0.744
Lebanon,Asia,2021-02-11,,,,,6825442,594.561,13367.565,0.744
Lebanon,Asia,2021-02-12,,,,,6825442,594.561,13367.565,0.744
Lebanon,Asia,2021-02-13,,,,,6825442,594.561,13367.565,0.744
Lebanon,Asia,2021-02-14,,,,,6825442,594.561,13367.565,0.744
Lebanon,Asia,2021-02-15,,,,,6825442,594.561,13367.565,0.744
Lebanon,Asia,2021-02-16,,,,,6825442,594.561,13367.565,0.744
Lesotho,Africa,2021-02-10,,,,,2142252,73.562,2851.153,0.527
Lesotho,Africa,2021-02-11,,,,,2142252,73.562,2851.153,0.527
Lesotho,Africa,2021-02-12,,,,,2142252,73.562,2851.153,0.527
Lesotho,Africa,2021-02-13,,,,,2142252,73.562,2851.153,0.527
Lesotho,Africa,2021-02-14,,,,,2142252,73.562,2851.153,0.527
Lesotho,Africa,2021-02-15,,,,,2142252,73.562,2851.153,0.527
Lesotho,Africa,2021-02-16,,,,,2142252,73.562,2851.153,0.527
Liberia,Africa,2021-02-10,,,,,5057677,49.127,752.788,0.48
Liberia,Africa,2021-02-11,,,,,5057677,49.127,752.788,0.48
Liberia,Africa,2021-02-12,,,,,5057677,49.127,752.788,0.48
Liberia,Africa,2021-02-13,,,,,5057677,49.127,752.788,0.48
Liberia,Africa,2021-02-14,,,,,5057677,49.127,752.788,0.48
Liberia,Africa,2021-02-15,,,,,5057677,49.127,752.788,0.48
Liberia,Africa,2021-02-16,,,,,5057677,49.127,752.788,0.48
Libya,Africa,2021-02-10,,,,,6871287,3.623,17881.509,0.724
Libya,Africa,2021-02-11,,,,,6871287,3.623,17881.509,0.724
Libya,Africa,2021-02-12,,,,,6871287,3.623,17881.509,0.724
Libya,Africa,2021-02-13,,,,,6871287,3.623,17881.509,0.724
Libya,Africa,2021-02-14,,,,,6871287,3.623,17881.509,0.724
Libya,Africa,2021-02-15,,,,,6871287,3.623,17881.509,0.724
Libya,Africa,2021-02-16,,,,,6871287,3.623,17881.509,0.724
Liechtenstein,Europe,2021-02-10,,1018,,Moderna,38137,237.012,,0.919
Liechtenstein,Europe,2021-02-11,,,,Moderna,38137,237.012,,0.919
Liechtenstein,Europe,2021-02-12,,,,Moderna,38137,237.012,,0.919
Liechtenstein,Europe,2021-02-13,,,,Moderna,38137,237.012,,0.919
Liechtenstein,Europe,2021-02-14,,1165,,Moderna,38137,237.012,,0.919
Liechtenstein,Europe,2021-02-15,,,,Moderna,38137,237.012,,0.919
Liechtenstein,Europe,2021-02-16,,,,Moderna,38137,237.012,,0.919
Lithuania,Europe,2021-02-10,6029,136659,52096,Moderna,2722291,45.135,29524.265,0.882
Lithuania,Europe,2021-02-11,8846,145505,53396,Moderna,2722291,45.135,29524.265,0.882
Lithuania,Europe,2021-02-12,6983,152488,54372,Moderna,2722291,45.135,29524.265,0.882
Lithuania,Europe,2021-02-13,436,152924,54372,Moderna,2722291,45.135,29524.265,0.882
Lithuania,Europe,2021-02-14,,,,Moderna,2722291,45.135,29524.265,0.882
Lithuania,Europe,2021-02-15,,157304,55052,Moderna,2722291,45.135,29524.265,0.882
Lithuania,Europe,2021-02-16,,,,Moderna,2722291,45.135,29524.265,0.882
Luxembourg,Europe,2021-02-10,1270,19923,4871,Moderna,625976,231.447,94277.965,0.916
Luxembourg,Europe,2021-02-11,1467,21390,5259,Moderna,625976,231.447,94277.965,0.916
Luxembourg,Europe,2021-02-12,,,,Moderna,625976,231.447,94277.965,0.916
Luxembourg,Europe,2021-02-13,,,,Moderna,625976,231.447,94277.965,0.916
Luxembourg,Europe,2021-02-14,,22895,5638,Moderna,625976,231.447,94277.965,0.916
Luxembourg,Europe,2021-02-15,1129,24024,5969,Moderna,625976,231.447,94277.965,0.916
